일시,운형(운형약어),기온(C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(C),현지기압(hPa),해면기압(hPa),일조(hr),적설(cm),시정(10m),지면온도(C)
2017-04-22 14:00,,17.4,,4.4,50.0,62.0,12.3,10.0,1010.8,1012.9,1.0,,2000,29.3
2017-04-22 15:00,,17.8,,4.4,70.0,63.0,12.8,10.6,1010.9,1013.0,1.0,,2000,29.0
2017-04-22 16:00,,17.6,,3.4,50.0,64.0,12.9,10.7,1010.7,1012.8,1.0,,2000,28.6
2017-04-22 17:00,,17.8,,2.3,360.0,58.0,11.8,9.4,1010.8,1012.9,1.0,,2000,25.9
2017-04-22 18:00,,17.1,,2.1,340.0,57.0,11.1,8.5,1011.1,1013.2,1.0,,2000,23.0
2017-04-22 19:00,,15.0,,2.6,290.0,74.0,12.5,10.3,1011.5,1013.6,0.5,,2000,19.5
2017-04-22 20:00,,13.3,,2.8,290.0,77.0,11.7,9.3,1012.2,1014.3,0.0,,1766,17.1
2017-04-22 21:00,,12.5,,2.0,200.0,78.0,11.2,8.7,1013.4,1015.5,,,1617,15.6
2017-04-22 22:00,,10.1,,0.3,0.0,83.0,10.2,7.3,1014.0,1016.2,,,1927,14.4
2017-04-22 23:00,,10.2,,1.7,320.0,61.0,7.6,3.0,1014.0,1016.2,,,2000,13.1
2017-04-23 00:00,,10.7,,2.1,290.0,48.0,6.2,0.1,1014.0,1016.2,,,2000,12.2
2017-04-23 01:00,,10.4,,2.8,290.0,49.0,6.2,0.1,1013.6,1015.8,,,2000,11.4
2017-04-23 02:00,,8.8,,0.6,360.0,58.0,6.5,0.9,1013.6,1015.8,,,2000,11.0
2017-04-23 03:00,,8.5,,1.2,290.0,64.0,7.1,2.0,1013.7,1015.9,,,2000,10.3
2017-04-23 04:00,,8.7,,2.3,290.0,59.0,6.6,1.1,1014.1,1016.3,,,2000,10.0
2017-04-23 05:00,,7.7,,0.9,320.0,70.0,7.3,2.5,1014.6,1016.8,,,2000,9.7
2017-04-23 06:00,,7.8,,1.2,320.0,83.0,8.7,5.0,1014.7,1016.9,0.0,,2000,9.5
2017-04-23 07:00,,10.0,,0.1,0.0,83.0,10.2,7.2,1015.5,1017.7,0.5,,1410,10.0
2017-04-23 08:00,,14.5,,0.6,90.0,71.0,11.6,9.2,1016.0,1018.1,1.0,,2000,11.2
2017-04-23 09:00,,16.3,,1.6,110.0,71.0,13.1,11.0,1016.2,1018.3,1.0,,2000,12.6
2017-04-23 10:00,,17.0,,2.7,110.0,69.0,13.3,11.2,1016.8,1018.9,1.0,,2000,14.8
2017-04-23 11:00,,16.9,,3.1,110.0,69.0,13.2,11.1,1016.9,1019.0,1.0,,2000,21.0
2017-04-23 12:00,,17.1,,2.9,110.0,69.0,13.4,11.3,1016.8,1018.9,1.0,,2000,26.4
2017-04-23 13:00,,18.4,,2.5,140.0,65.0,13.7,11.6,1016.5,1018.6,1.0,,2000,30.3
2017-04-23 14:00,,17.9,,2.7,140.0,62.0,12.7,10.5,1016.3,1018.4,1.0,,2000,32.0
2017-04-23 15:00,,18.5,,2.9,140.0,61.0,12.9,10.8,1016.2,1018.3,1.0,,2000,31.9
2017-04-23 16:00,,17.8,,3.4,140.0,64.0,12.9,10.8,1016.0,1018.1,1.0,,2000,29.5
2017-04-23 17:00,,18.1,,2.2,110.0,63.0,13.0,10.9,1016.0,1018.1,0.8,,2000,27.0
2017-04-23 18:00,,17.0,,1.4,110.0,66.0,12.7,10.5,1015.8,1017.9,1.0,,2000,24.7
2017-04-23 19:00,,15.8,,1.1,140.0,70.0,12.5,10.3,1016.0,1018.1,0.4,,1966,21.1
2017-04-23 20:00,,14.3,,1.5,200.0,80.0,12.9,10.8,1016.6,1018.7,0.0,,1987,18.6
2017-04-23 21:00,,12.7,,1.7,270.0,84.0,12.3,10.0,1017.4,1019.5,,,1399,17.0
2017-04-23 22:00,,12.3,,1.6,290.0,75.0,10.6,7.9,1017.6,1019.7,,,2000,15.7
2017-04-23 23:00,,11.5,,1.3,290.0,80.0,10.8,8.1,1017.4,1019.6,,,2000,14.6
2017-04-24 00:00,,10.5,,1.5,270.0,84.0,10.6,7.9,1017.4,1019.6,,,2000,13.8
2017-04-24 01:00,,10.8,,1.6,270.0,84.0,10.8,8.1,1017.6,1019.8,,,2000,13.2
2017-04-24 02:00,,11.2,,2.2,270.0,87.0,11.6,9.1,1017.7,1019.9,,,1707,12.8
2017-04-24 03:00,,12.0,,1.7,290.0,80.0,11.2,8.6,1017.6,1019.7,,,2000,12.5
2017-04-24 04:00,,10.9,,1.6,290.0,81.0,10.5,7.7,1017.6,1019.8,,,2000,12.2
2017-04-24 05:00,,10.1,,1.7,320.0,83.0,10.2,7.3,1017.8,1020.0,,,2000,11.7
2017-04-24 06:00,,9.4,,1.7,290.0,85.0,9.9,6.9,1018.1,1020.3,0.0,,2000,11.4
2017-04-24 07:00,,12.2,,1.0,270.0,81.0,11.5,9.0,1018.5,1020.6,0.8,,2000,11.6
2017-04-24 08:00,,16.5,,0.7,110.0,68.0,12.7,10.5,1018.7,1020.8,1.0,,2000,12.6
2017-04-24 09:00,,17.0,,1.8,140.0,69.0,13.3,11.2,1018.9,1021.0,1.0,,2000,13.6
2017-04-24 10:00,,17.8,,2.0,140.0,67.0,13.6,11.5,1018.9,1021.0,1.0,,2000,15.5
2017-04-24 11:00,,19.5,,2.9,140.0,54.0,12.2,9.9,1018.7,1020.8,1.0,,2000,21.7
2017-04-24 12:00,,19.6,,3.4,140.0,55.0,12.5,10.3,1018.1,1020.2,1.0,,2000,27.4
2017-04-24 13:00,,19.9,,3.3,140.0,53.0,12.3,10.0,1017.8,1019.9,1.0,,2000,30.1
2017-04-24 14:00,,18.7,,2.3,140.0,54.0,11.6,9.1,1018.6,1020.7,0.7,,2000,26.9
2017-04-24 15:00,,19.6,,2.7,140.0,55.0,12.5,10.3,1017.5,1019.6,1.0,,2000,30.6
2017-04-24 16:00,,19.3,,2.7,140.0,55.0,12.3,10.0,1016.5,1018.6,1.0,,2000,29.4
2017-04-24 17:00,,19.3,,2.0,140.0,58.0,12.9,10.8,1016.5,1018.6,1.0,,2000,28.5
2017-04-24 18:00,,18.4,,2.1,180.0,68.0,14.3,12.3,1016.3,1018.4,0.9,,2000,25.1
2017-04-24 19:00,,17.0,,1.1,180.0,76.0,14.7,12.7,1015.9,1018.0,0.1,,2000,21.9
2017-04-24 20:00,,16.1,,0.4,0.0,82.0,15.0,13.0,1016.4,1018.5,0.0,,2000,19.8
2017-04-24 21:00,,16.8,,1.0,250.0,84.0,16.0,14.0,1017.1,1019.2,,,2000,18.9
2017-04-24 22:00,,17.9,,3.9,200.0,87.0,17.7,15.6,1017.3,1019.4,,,1916,18.5
2017-04-24 23:00,,17.5,,2.1,200.0,91.0,18.2,16.0,1017.3,1019.4,,,1338,18.3
2017-04-25 00:00,,17.1,,2.6,180.0,93.0,18.1,15.9,1017.2,1019.3,,,822,17.9
2017-04-25 01:00,,16.6,,1.6,200.0,95.0,17.8,15.7,1016.8,1018.9,,,665,17.2
2017-04-25 02:00,,16.9,,2.3,200.0,95.0,18.2,16.0,1016.3,1018.4,,,840,17.0
2017-04-25 03:00,,17.2,,2.6,200.0,94.0,18.4,16.2,1016.1,1018.2,,,1126,16.8
2017-04-25 04:00,,17.3,,2.4,200.0,95.0,18.6,16.4,1016.2,1018.3,,,993,16.7
2017-04-25 05:00,,17.2,,2.2,200.0,95.0,18.5,16.3,1016.0,1018.1,,,773,16.7
2017-04-25 06:00,,17.3,,2.3,230.0,95.0,18.6,16.4,1016.3,1018.4,0.0,,637,16.7
2017-04-25 07:00,,18.1,,2.6,230.0,93.0,19.2,16.9,1016.8,1018.9,0.0,,1020,17.2
2017-04-25 08:00,,19.1,,3.3,200.0,81.0,17.8,15.7,1017.1,1019.2,0.0,,2000,17.8
2017-04-25 09:00,,20.5,,3.5,200.0,65.0,15.6,13.6,1017.3,1019.4,0.0,,2000,18.8
2017-04-25 10:00,,20.9,,2.8,160.0,69.0,16.9,14.9,1017.6,1019.7,0.7,,1899,20.3
2017-04-25 11:00,,21.6,,3.0,180.0,69.0,17.7,15.6,1018.0,1020.1,1.0,,2000,23.3
2017-04-25 12:00,,20.5,,2.4,160.0,72.0,17.3,15.2,1017.9,1020.0,0.2,,2000,24.6
2017-04-25 13:00,,21.2,,2.6,160.0,76.0,19.0,16.7,1017.4,1019.5,0.0,,2000,25.9
2017-04-25 14:00,,19.7,,2.4,140.0,81.0,18.5,16.3,1017.0,1019.1,0.0,,2000,25.5
2017-04-25 15:00,,20.7,,2.6,160.0,84.0,20.4,17.8,1016.8,1018.9,0.0,,2000,26.1
2017-04-25 16:00,,20.2,,3.0,180.0,88.0,20.8,18.1,1016.2,1018.3,0.0,,1733,24.4
2017-04-25 17:00,,20.0,,2.8,180.0,78.0,18.2,16.0,1016.0,1018.1,0.0,,1984,22.9
2017-04-25 18:00,,19.2,,1.9,180.0,80.0,17.7,15.6,1016.4,1018.5,0.0,,2000,21.4
2017-04-25 19:00,,18.4,,0.1,0.0,88.0,18.5,16.3,1016.2,1018.3,0.0,,808,20.2
2017-04-25 20:00,,18.2,,0.7,320.0,78.0,16.2,14.2,1016.5,1018.6,0.0,,2000,19.3
2017-04-25 23:00,,16.8,,0.6,320.0,84.0,16.0,14.0,1016.4,1018.5,,,2000,17.7
2017-04-26 00:00,,16.6,,0.4,0.0,87.0,16.4,14.4,1015.9,1018.0,,,804,17.5
2017-04-26 01:00,,17.0,0.0,1.4,140.0,82.0,15.8,13.8,1014.9,1017.0,,,1762,17.3
2017-04-26 02:00,,16.3,0.1,2.3,180.0,91.0,16.8,14.8,1015.2,1017.3,,,1723,17.1
2017-04-26 03:00,,15.6,2.5,1.8,270.0,92.0,16.2,14.2,1014.6,1016.7,,,1047,16.6
2017-04-26 04:00,,15.3,1.2,0.7,320.0,92.0,16.0,14.0,1013.8,1015.9,,,2000,16.4
2017-04-26 05:00,,15.2,0.4,1.3,290.0,93.0,16.0,14.0,1013.7,1015.8,,,2000,16.1
2017-04-26 06:00,,14.8,0.7,0.1,0.0,96.0,16.1,14.1,1013.6,1015.7,0.0,,1504,16.1
2017-04-26 07:00,,14.8,1.7,0.6,20.0,96.0,16.1,14.1,1013.9,1016.0,0.0,,1041,16.0
2017-04-26 08:00,,15.2,2.0,1.1,20.0,96.0,16.5,14.5,1014.0,1016.1,0.0,,371,16.2
2017-04-26 09:00,,15.7,1.5,1.6,20.0,96.0,17.0,15.0,1013.8,1015.9,0.0,,600,16.5
2017-04-26 10:00,,16.4,1.5,1.2,20.0,94.0,17.5,15.4,1013.9,1016.0,0.0,,1232,17.7
2017-04-26 11:00,,16.7,,1.5,50.0,91.0,17.3,15.2,1013.8,1015.9,0.0,,1963,18.7
2017-04-26 12:00,,16.4,,2.4,50.0,89.0,16.5,14.5,1013.1,1015.2,0.0,,2000,19.6
2017-04-26 13:00,,16.6,,3.2,20.0,86.0,16.2,14.2,1012.4,1014.5,0.0,,2000,19.3
2017-04-26 14:00,,16.2,,3.9,20.0,86.0,15.8,13.8,1011.8,1013.9,0.0,,2000,18.7
2017-04-26 15:00,,17.5,,2.8,20.0,82.0,16.3,14.3,1011.1,1013.2,0.3,,2000,20.7
2017-04-26 16:00,,17.8,,3.5,20.0,75.0,15.3,13.3,1010.6,1012.7,0.9,,2000,21.6
2017-04-26 17:00,,16.1,,3.9,360.0,80.0,14.6,12.6,1010.9,1013.0,0.2,,2000,19.2
2017-04-26 18:00,,15.9,,2.0,290.0,79.0,14.2,12.2,1010.9,1013.0,0.2,,2000,18.2
2017-04-26 19:00,,14.7,,5.4,290.0,58.0,9.7,6.5,1010.9,1013.0,0.0,,2000,15.8
2017-04-26 20:00,,13.3,,5.2,290.0,57.0,8.7,4.9,1011.6,1013.7,0.0,,2000,13.7
2017-04-26 21:00,,13.5,,5.5,290.0,46.0,7.1,2.0,1012.1,1014.2,,,2000,12.6
2017-04-26 22:00,,13.1,,5.0,290.0,53.0,8.0,3.7,1012.9,1015.0,,,2000,11.8
2017-04-26 23:00,,12.7,,4.3,290.0,56.0,8.2,4.1,1012.7,1014.8,,,2000,11.7
2017-04-27 00:00,,12.6,,5.1,290.0,56.0,8.1,4.0,1012.3,1014.4,,,2000,11.4
2017-04-27 01:00,,12.3,,4.7,290.0,57.0,8.1,4.0,1012.0,1014.1,,,2000,11.1
2017-04-27 02:00,,12.5,,4.7,290.0,57.0,8.2,4.1,1011.0,1013.1,,,2000,11.0
2017-04-27 03:00,,12.0,,2.9,320.0,55.0,7.7,3.2,1011.3,1013.4,,,2000,10.6
2017-04-27 04:00,,11.6,,4.0,290.0,54.0,7.3,2.5,1011.0,1013.1,,,2000,10.2
2017-04-27 05:00,,11.5,,4.4,290.0,60.0,8.1,3.9,1011.0,1013.1,,,2000,10.2
2017-04-27 06:00,,11.1,,2.1,340.0,63.0,8.3,4.3,1011.8,1013.9,0.0,,2000,9.9
2017-04-27 07:00,,11.7,,2.1,320.0,62.0,8.5,4.6,1011.6,1013.7,0.0,,2000,10.5
2017-04-27 08:00,,12.9,,1.8,320.0,57.0,8.4,4.5,1011.8,1013.9,0.0,,2000,11.4
2017-04-27 09:00,,13.8,,2.5,320.0,52.0,8.1,4.0,1012.1,1014.2,0.2,,2000,12.7
2017-04-27 10:00,,14.6,,3.6,320.0,48.0,7.9,3.6,1012.0,1014.1,0.9,,2000,13.6
2017-04-27 11:00,,15.7,,4.7,290.0,43.0,7.6,3.1,1012.6,1014.7,1.0,,2000,15.8
2017-04-27 12:00,,15.4,,3.8,320.0,40.0,7.0,1.8,1012.3,1014.4,0.9,,2000,17.9
2017-04-27 13:00,,17.0,,5.1,290.0,39.0,7.5,2.9,1011.7,1013.8,1.0,,2000,20.7
2017-04-27 14:00,,16.8,,6.1,290.0,37.0,7.1,2.0,1011.1,1013.2,1.0,,2000,20.9
2017-04-27 15:00,,16.9,,6.3,290.0,32.0,6.1,0.0,1010.8,1012.9,1.0,,2000,21.5
2017-04-27 16:00,,16.6,,5.7,290.0,35.0,6.6,1.0,1009.7,1011.8,1.0,,2000,20.7
2017-04-27 17:00,,16.3,,5.8,290.0,29.0,5.4,-1.7,1009.8,1011.9,1.0,,2000,19.5
2017-04-27 18:00,,15.7,,6.5,290.0,33.0,5.9,-0.5,1009.9,1012.0,0.6,,2000,16.7
2017-04-27 19:00,,13.8,,5.2,290.0,37.0,5.8,-0.6,1010.2,1012.3,0.6,,2000,14.5
2017-04-27 20:00,,12.6,,4.1,290.0,39.0,5.7,-1.0,1010.9,1013.0,0.0,,2000,12.7
2017-04-27 21:00,,11.9,,4.4,290.0,42.0,5.8,-0.6,1011.7,1013.8,,,2000,11.7
2017-04-27 22:00,,11.1,,2.4,270.0,42.0,5.6,-1.3,1012.2,1014.3,,,2000,11.0
2017-04-27 23:00,,8.4,,0.2,0.0,59.0,6.5,0.8,1011.9,1014.1,,,2000,10.5
2017-04-28 00:00,,6.4,,0.6,320.0,68.0,6.5,0.9,1011.8,1014.0,,,2000,9.7
2017-04-28 01:00,,11.9,,3.0,250.0,32.0,4.4,-4.3,1011.2,1013.3,,,2000,9.2
2017-04-28 02:00,,12.2,,2.4,270.0,33.0,4.7,-3.6,1010.6,1012.7,,,2000,9.2
2017-04-28 03:00,,11.9,,2.4,250.0,37.0,5.2,-2.3,1010.0,1012.1,,,2000,9.1
2017-04-28 04:00,,6.5,,0.5,160.0,68.0,6.6,1.0,1009.9,1012.1,,,2000,8.7
2017-04-28 05:00,,5.7,,0.5,320.0,74.0,6.8,1.4,1009.7,1011.9,,,2000,8.2
2017-04-28 06:00,,11.5,,3.3,250.0,42.0,5.7,-0.9,1009.5,1011.6,0.0,,2000,8.3
2017-04-28 07:00,,13.8,,2.3,250.0,47.0,7.4,2.6,1009.4,1011.5,0.7,,2000,9.1
2017-04-28 08:00,,15.9,,3.2,250.0,51.0,9.2,5.7,1009.3,1011.4,1.0,,2000,10.3
2017-04-28 09:00,,18.5,,3.3,180.0,50.0,10.6,7.8,1009.2,1011.3,1.0,,2000,11.7
2017-04-28 10:00,,19.3,,3.8,180.0,54.0,12.0,9.7,1009.1,1011.2,1.0,,2000,13.6
2017-04-28 11:00,,20.0,,4.3,180.0,63.0,14.7,12.7,1008.8,1010.9,1.0,,2000,19.6
2017-04-28 12:00,,20.0,,3.2,140.0,64.0,14.9,12.9,1008.0,1010.1,1.0,,2000,25.0
2017-04-28 13:00,,21.2,,3.4,90.0,45.0,11.2,8.7,1007.5,1009.6,1.0,,2000,29.7
2017-04-28 14:00,,21.3,,2.2,140.0,46.0,11.6,9.2,1006.9,1009.0,1.0,,2000,31.8
2017-04-28 15:00,,21.6,,2.8,160.0,61.0,15.7,13.7,1006.2,1008.2,1.0,,2000,32.1
2017-04-28 16:00,,20.0,,2.9,110.0,59.0,13.7,11.7,1005.8,1007.9,1.0,,2000,31.3
2017-04-28 17:00,,21.2,,2.5,160.0,46.0,11.6,9.1,1005.4,1007.5,1.0,,2000,29.2
2017-04-28 18:00,,22.0,,4.0,270.0,20.0,5.3,-2.0,1005.4,1007.4,1.0,,2000,25.2
2017-04-28 19:00,,18.5,,1.5,180.0,48.0,10.2,7.2,1005.6,1007.7,0.4,,2000,21.4
2017-04-28 20:00,,14.7,,0.4,0.0,67.0,11.2,8.6,1005.9,1008.0,0.0,,2000,18.8
2017-04-28 21:00,,15.6,,1.0,320.0,45.0,7.9,3.6,1006.6,1008.7,,,1962,16.9
2017-04-28 22:00,,13.0,,0.6,340.0,53.0,7.9,3.6,1006.8,1008.9,,,2000,15.5
2017-04-28 23:00,,18.2,,3.4,250.0,29.0,6.1,-0.1,1006.8,1008.9,,,2000,14.8
2017-04-29 00:00,,17.7,,3.3,250.0,40.0,8.1,3.9,1006.4,1008.5,,,2000,14.7
2017-04-29 01:00,,18.0,,5.0,230.0,42.0,8.6,4.8,1006.2,1008.3,,,2000,14.7
2017-04-29 02:00,,17.8,,4.5,230.0,45.0,9.1,5.6,1005.8,1007.9,,,2000,14.7
2017-04-29 03:00,,17.1,,4.1,250.0,53.0,10.3,7.4,1005.4,1007.5,,,1875,14.5
2017-04-29 04:00,,16.2,,3.5,250.0,59.0,10.8,8.1,1005.9,1008.0,,,1786,14.3
2017-04-29 05:00,,15.5,,2.0,250.0,64.0,11.2,8.7,1006.0,1008.1,,,1715,14.0
2017-04-29 06:00,,16.0,,3.5,270.0,64.0,11.6,9.1,1006.4,1008.5,0.0,,1703,13.4
2017-04-29 07:00,,16.4,,0.4,0.0,64.0,11.9,9.5,1006.9,1009.0,0.6,,1525,13.7
2017-04-29 08:00,,18.1,,0.7,110.0,62.0,12.8,10.6,1007.5,1009.6,1.0,,1742,14.4
2017-04-29 09:00,,18.4,,1.8,140.0,58.0,12.2,9.9,1007.9,1010.0,1.0,,2000,15.1
2017-04-29 10:00,,18.8,,2.2,140.0,68.0,14.7,12.7,1008.2,1010.3,1.0,,1638,16.4
2017-04-29 11:00,,19.7,,3.0,160.0,68.0,15.6,13.6,1008.4,1010.5,1.0,,1527,22.3
2017-04-29 12:00,,22.1,,3.8,180.0,47.0,12.4,10.2,1008.2,1010.2,1.0,,2000,27.9
2017-04-29 13:00,,23.2,,3.8,160.0,38.0,10.7,8.0,1008.1,1010.1,1.0,,2000,31.6
2017-04-29 14:00,,24.3,,3.9,180.0,30.0,9.1,5.6,1008.0,1010.0,1.0,,2000,32.9
2017-04-29 15:00,,25.0,,4.4,180.0,25.0,7.8,3.5,1007.6,1009.6,1.0,,2000,32.9
2017-04-29 16:00,,24.0,,3.6,180.0,42.0,12.4,10.2,1007.2,1009.2,1.0,,2000,31.9
2017-04-29 17:00,,24.0,,4.3,200.0,23.0,6.8,1.5,1007.0,1009.0,1.0,,2000,29.5
2017-04-29 18:00,,22.2,,2.1,180.0,44.0,11.7,9.3,1007.1,1009.1,1.0,,1975,26.6
2017-04-29 19:00,,17.5,,1.2,160.0,77.0,15.4,13.4,1007.2,1009.3,0.5,,918,23.1
2017-04-29 20:00,,18.4,,2.6,250.0,45.0,9.5,6.2,1007.5,1009.6,0.0,,2000,20.3
2017-04-29 21:00,,18.9,,3.8,250.0,34.0,7.4,2.6,1007.8,1009.9,,,2000,18.6
2017-04-29 22:00,,17.0,,4.1,230.0,51.0,9.8,6.7,1008.3,1010.4,,,2000,17.5
2017-04-29 23:00,,15.7,,3.8,230.0,75.0,13.3,11.2,1008.6,1010.7,,,759,17.1
2017-04-30 00:00,,14.4,,2.5,200.0,80.0,13.0,10.9,1008.7,1010.8,,,567,16.5
2017-04-30 01:00,,14.5,,2.3,230.0,83.0,13.7,11.6,1008.6,1010.7,,,444,15.8
2017-04-30 02:00,,12.5,,1.9,200.0,88.0,12.7,10.5,1008.3,1010.4,,,378,15.1
2017-04-30 03:00,,13.4,,2.3,200.0,76.0,11.6,9.2,1008.2,1010.3,,,771,14.6
2017-04-30 04:00,,12.0,,0.9,200.0,79.0,11.0,8.4,1008.3,1010.4,,,855,13.9
2017-04-30 05:00,,11.0,,1.5,250.0,81.0,10.6,7.8,1008.3,1010.4,,,1041,13.3
2017-04-30 06:00,,10.1,,0.6,320.0,78.0,9.6,6.4,1008.4,1010.6,0.0,,1523,12.8
2017-04-30 07:00,,13.6,,0.6,290.0,68.0,10.5,7.7,1008.8,1010.9,0.5,,2000,13.0
2017-04-30 08:00,,21.3,,1.5,160.0,43.0,10.9,8.2,1008.9,1011.0,1.0,,2000,14.2
2017-04-30 09:00,,24.1,,4.3,230.0,33.0,9.9,6.8,1008.8,1010.8,1.0,,2000,15.8
2017-04-30 10:00,,25.3,,7.3,200.0,31.0,9.9,6.9,1008.9,1010.9,1.0,,2000,17.7
2017-04-30 11:00,,26.9,,6.8,200.0,26.0,9.2,5.7,1009.1,1011.1,1.0,,2000,22.6
2017-04-30 12:00,,26.9,,8.7,230.0,26.0,9.2,5.7,1009.2,1011.2,1.0,,2000,26.4
2017-04-30 13:00,,27.3,,7.2,230.0,24.0,8.7,4.9,1008.8,1010.8,1.0,,2000,28.8
2017-04-30 14:00,,27.8,,6.9,230.0,23.0,8.5,4.7,1008.8,1010.8,1.0,,2000,30.5
2017-04-30 15:00,,26.6,,6.7,230.0,28.0,9.7,6.5,1008.9,1010.9,1.0,,2000,30.6
2017-04-30 16:00,,25.3,,5.3,200.0,34.0,10.9,8.2,1009.0,1011.0,1.0,,2000,30.3
2017-04-30 17:00,,21.7,,6.0,200.0,50.0,12.9,10.8,1009.2,1011.3,1.0,,2000,28.3
2017-04-30 18:00,,19.3,,5.0,200.0,63.0,14.0,12.0,1009.3,1011.4,1.0,,2000,25.4
2017-04-30 19:00,,17.5,,5.3,200.0,70.0,13.9,11.9,1009.4,1011.5,0.3,,2000,22.3
2017-04-30 20:00,,17.1,,4.2,200.0,71.0,13.7,11.7,1010.0,1012.1,0.0,,2000,20.1
2017-04-30 21:00,,17.0,,4.4,200.0,70.0,13.5,11.4,1010.5,1012.6,,,2000,18.9
2017-04-30 22:00,,17.1,,4.6,230.0,68.0,13.2,11.1,1011.2,1013.3,,,2000,18.1
2017-04-30 23:00,,17.4,,3.8,230.0,61.0,12.0,9.7,1011.5,1013.6,,,2000,17.4
2017-05-01 00:00,,17.3,,4.2,230.0,63.0,12.4,10.1,1011.5,1013.6,,,2000,17.0
2017-05-01 01:00,,16.8,,4.0,200.0,68.0,12.9,10.8,1011.5,1013.6,,,2000,16.6
2017-05-01 02:00,,16.5,,4.2,200.0,74.0,13.8,11.8,1011.5,1013.6,,,2000,16.3
2017-05-01 03:00,,16.1,,3.9,200.0,78.0,14.2,12.2,1011.6,1013.7,,,2000,16.0
2017-05-01 04:00,,15.9,,3.9,200.0,77.0,13.8,11.8,1011.7,1013.8,,,2000,15.7
2017-05-01 05:00,,15.4,,1.6,230.0,77.0,13.4,11.3,1011.9,1014.0,,,2000,15.4
2017-05-01 06:00,,14.4,,1.7,200.0,79.0,12.9,10.7,1012.4,1014.5,0.0,,2000,14.8
2017-05-01 07:00,,16.4,,0.7,230.0,68.0,12.6,10.4,1013.3,1015.4,0.5,,2000,15.0
2017-05-01 08:00,,18.7,,0.9,160.0,74.0,15.9,13.9,1013.5,1015.6,1.0,,2000,16.1
2017-05-01 09:00,,19.3,,1.7,110.0,76.0,16.9,14.9,1013.8,1015.9,1.0,,2000,17.6
2017-05-01 10:00,,20.6,,1.4,140.0,70.0,16.9,14.9,1014.4,1016.5,1.0,,2000,19.6
2017-05-01 11:00,,22.2,,1.4,160.0,58.0,15.5,13.5,1014.5,1016.6,1.0,,2000,23.4
2017-05-01 12:00,,20.9,,2.3,70.0,69.0,16.9,14.9,1014.7,1016.8,1.0,,2000,27.9
2017-05-01 13:00,,19.4,,4.8,90.0,76.0,17.0,15.0,1014.8,1016.9,1.0,,2000,30.6
2017-05-01 14:00,,20.2,,2.8,70.0,64.0,15.1,13.1,1014.7,1016.8,1.0,,1867,32.6
2017-05-01 15:00,,19.8,,4.2,50.0,67.0,15.4,13.4,1014.3,1016.4,1.0,,1757,31.9
2017-05-01 16:00,,17.1,,3.2,50.0,78.0,15.2,13.2,1014.5,1016.6,1.0,,1211,30.1
2017-05-01 17:00,,16.6,,2.8,90.0,82.0,15.5,13.5,1014.9,1017.0,0.7,,1011,27.6
2017-05-01 18:00,,16.2,,2.5,50.0,83.0,15.3,13.3,1015.0,1017.1,0.5,,800,24.9
2017-05-01 19:00,,16.3,,1.7,90.0,85.0,15.7,13.7,1016.0,1018.1,0.0,,738,22.5
2017-05-01 20:00,,16.5,,1.4,90.0,85.0,15.9,13.9,1016.4,1018.5,0.0,,760,21.2
2017-05-01 21:00,,16.3,,0.6,90.0,85.0,15.7,13.7,1016.7,1018.8,,,885,20.2
2017-05-01 22:00,,15.3,,0.7,270.0,90.0,15.6,13.6,1017.3,1019.4,,,555,19.0
2017-05-01 23:00,,16.5,,0.5,50.0,88.0,16.4,14.4,1017.5,1019.6,,,775,18.7
2017-05-02 00:00,,16.9,,3.4,70.0,86.0,16.5,14.5,1017.5,1019.6,,,1180,18.6
2017-05-02 01:00,,16.6,,2.4,70.0,88.0,16.5,14.5,1017.4,1019.5,,,1048,18.1
2017-05-02 02:00,,16.5,,1.8,50.0,88.0,16.4,14.4,1017.3,1019.4,,,1123,18.0
2017-05-02 03:00,,16.7,,1.7,70.0,85.0,16.1,14.1,1017.6,1019.7,,,960,17.8
2017-05-02 04:00,,16.7,,2.0,50.0,83.0,15.7,13.7,1017.9,1020.0,,,1228,17.7
2017-05-02 05:00,,16.4,,1.6,50.0,85.0,15.8,13.8,1018.0,1020.1,,,1262,17.5
2017-05-02 06:00,,16.0,,2.0,50.0,86.0,15.6,13.6,1018.4,1020.5,0.0,,1484,17.0
2017-05-02 07:00,,15.9,,2.9,50.0,86.0,15.5,13.5,1019.1,1021.2,0.0,,2000,17.2
2017-05-02 08:00,,16.3,,3.3,20.0,83.0,15.4,13.4,1019.6,1021.7,0.0,,2000,17.9
2017-05-02 09:00,,16.4,,4.1,50.0,82.0,15.3,13.3,1019.6,1021.7,0.0,,2000,18.8
2017-05-02 10:00,,16.9,,3.6,50.0,81.0,15.6,13.6,1019.9,1022.0,0.0,,2000,20.1
2017-05-02 11:00,,17.9,,5.0,50.0,79.0,16.1,14.1,1020.0,1022.1,0.2,,2000,22.3
2017-05-02 12:00,,18.0,,3.6,50.0,77.0,15.9,13.9,1020.2,1022.3,0.2,,2000,23.8
2017-05-02 13:00,,18.1,,2.7,50.0,76.0,15.7,13.7,1020.0,1022.1,0.0,,2000,23.2
2017-05-02 14:00,,17.8,,4.6,50.0,77.0,15.7,13.7,1019.2,1021.3,0.0,,2000,24.1
