일시,운형(운형약어),기온(C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(C),현지기압(hPa),해면기압(hPa),일조(hr),적설(cm),시정(10m),지면온도(C)
2016-03-29 02:00,,11.0,,2.0,200.0,50.0,6.5,0.9,1021.2,1023.4,,,1200.0,8.0
2016-03-29 03:00,,11.5,,2.9,230.0,52.0,7.0,1.9,1020.9,1023.1,,,1100.0,8.1
2016-03-29 04:00,,10.5,,1.5,250.0,55.0,7.0,1.8,1020.8,1023.0,,,1100.0,7.9
2016-03-29 05:00,,11.5,,5.0,230.0,51.0,6.9,1.6,1020.9,1023.1,,,1100.0,8.0
2016-03-29 06:00,,11.8,,4.0,200.0,47.0,6.5,0.8,1020.7,1022.9,,,1500.0,8.3
2016-03-29 07:00,,11.9,,6.2,230.0,48.0,6.7,1.2,1020.2,1022.4,0.0,,1500.0,8.5
2016-03-29 08:00,,13.8,,6.1,230.0,51.0,8.0,3.8,1021.1,1023.2,1.0,,1700.0,11.3
2016-03-29 09:00,,14.1,,6.8,200.0,52.0,8.3,4.3,1020.9,1023.0,0.2,,2000.0,13.0
2016-03-29 10:00,,14.7,,9.3,200.0,52.0,8.7,4.9,1020.8,1022.9,0.2,,1900.0,14.8
2016-03-29 11:00,,14.8,,9.9,200.0,53.0,8.8,5.2,1021.2,1023.3,0.1,,1800.0,15.8
2016-03-29 12:00,,15.1,,8.5,200.0,51.0,8.7,5.0,1020.9,1023.0,0.0,,2000.0,16.5
2016-03-29 13:00,,15.1,,9.2,200.0,57.0,9.7,6.6,1020.4,1022.5,0.0,,2000.0,16.7
2016-03-29 14:00,,15.3,,9.5,200.0,58.0,10.0,7.0,1019.8,1021.9,0.0,,1700.0,16.4
2016-03-29 15:00,,15.5,,6.6,200.0,60.0,10.5,7.7,1018.9,1021.0,0.0,,2000.0,16.5
2016-03-29 16:00,,15.4,,7.1,200.0,61.0,10.6,7.9,1018.1,1020.2,0.0,,2000.0,15.3
2016-03-29 17:00,,15.6,,6.3,200.0,63.0,11.1,8.5,1018.3,1020.4,0.0,,2000.0,15.7
2016-03-29 18:00,,15.3,,5.1,200.0,66.0,11.4,8.9,1018.3,1020.4,0.0,,1900.0,14.6
2016-03-29 19:00,,14.9,,4.1,200.0,68.0,11.5,9.0,1018.5,1020.6,0.0,,1700.0,13.1
2016-03-29 20:00,,14.3,,3.2,200.0,73.0,11.9,9.5,1018.8,1020.9,,,1400.0,12.1
2016-03-29 21:00,,14.1,,3.6,200.0,77.0,12.4,10.1,1018.8,1020.9,,,1300.0,11.9
2016-03-29 22:00,,14.1,,4.5,200.0,76.0,12.2,9.9,1018.3,1020.4,,,1400.0,11.8
2016-03-29 23:00,,14.2,,4.7,200.0,78.0,12.6,10.4,1018.2,1020.3,,,1400.0,11.9
2016-03-30 00:00,,14.2,,4.3,200.0,79.0,12.8,10.6,1017.8,1019.9,,,1300.0,11.9
2016-03-30 01:00,,14.1,,3.9,200.0,82.0,13.1,11.0,1017.5,1019.6,,,1400.0,11.8
2016-03-30 02:00,,14.0,,5.1,230.0,82.0,13.0,10.9,1017.4,1019.5,,,1400.0,12.0
2016-03-30 03:00,,13.7,,4.4,200.0,83.0,12.9,10.8,1017.2,1019.3,,,1200.0,11.6
2016-03-30 04:00,,13.6,,4.3,230.0,82.0,12.7,10.5,1017.1,1019.2,,,1200.0,11.5
2016-03-30 05:00,,13.1,,3.1,230.0,80.0,12.0,9.7,1017.2,1019.3,,,1200.0,11.1
2016-03-30 06:00,,11.3,,0.5,290.0,84.0,11.2,8.6,1017.3,1019.5,,,1000.0,10.2
2016-03-30 07:00,,10.7,,1.2,250.0,84.0,10.7,8.0,1017.6,1019.8,0.0,,1000.0,9.9
2016-03-30 08:00,,12.2,,0.9,290.0,80.0,11.3,8.8,1017.9,1020.0,0.0,,1100.0,11.6
2016-03-30 09:00,,15.4,,0.6,320.0,66.0,11.5,9.0,1017.9,1020.0,0.1,,1600.0,14.2
2016-03-30 10:00,,16.9,,2.1,340.0,59.0,11.3,8.8,1018.4,1020.5,0.7,,2000.0,16.4
2016-03-30 11:00,,16.9,,2.7,110.0,66.0,12.6,10.4,1018.4,1020.5,1.0,,1700.0,24.3
2016-03-30 12:00,,17.4,,2.8,140.0,65.0,12.9,10.7,1017.9,1020.0,1.0,,1700.0,27.0
2016-03-30 13:00,,17.1,,3.6,110.0,70.0,13.6,11.5,1017.9,1020.0,1.0,,1600.0,31.8
2016-03-30 14:00,,18.6,,2.1,140.0,64.0,13.7,11.6,1017.3,1019.4,1.0,,1800.0,33.7
2016-03-30 15:00,,17.9,,2.5,160.0,71.0,14.5,12.5,1016.8,1018.9,1.0,,1900.0,32.8
2016-03-30 16:00,,16.9,,3.6,180.0,76.0,14.6,12.6,1016.3,1018.4,0.9,,1700.0,29.0
2016-03-30 17:00,,16.0,,3.6,180.0,80.0,14.5,12.5,1016.2,1018.3,0.9,,1300.0,22.8
2016-03-30 18:00,,15.4,,3.5,180.0,82.0,14.3,12.3,1016.5,1018.6,0.1,,1000.0,19.1
2016-03-30 19:00,,14.6,,1.8,200.0,83.0,13.7,11.7,1016.7,1018.8,0.0,,700.0,16.1
2016-03-30 20:00,,13.7,,0.2,0.0,86.0,13.4,11.3,1017.1,1019.2,,,500.0,14.7
2016-03-30 21:00,,12.4,,0.1,0.0,90.0,12.9,10.7,1017.5,1019.6,,,420.0,13.8
2016-03-30 22:00,,13.1,,2.2,230.0,89.0,13.4,11.3,1017.7,1019.8,,,380.0,13.2
2016-03-30 23:00,,12.7,,1.9,230.0,90.0,13.1,11.0,1017.1,1019.2,,,350.0,12.7
2016-03-31 00:00,,11.9,,0.3,0.0,90.0,12.5,10.3,1016.9,1019.0,,,330.0,12.1
2016-03-31 01:00,,11.9,,1.6,290.0,89.0,12.4,10.1,1016.6,1018.7,,,400.0,11.7
2016-03-31 02:00,,10.7,,0.8,250.0,91.0,11.6,9.2,1016.2,1018.4,,,300.0,11.0
2016-03-31 03:00,,11.9,,1.7,230.0,89.0,12.4,10.1,1015.6,1017.7,,,290.0,11.3
2016-03-31 04:00,,12.1,,2.1,230.0,90.0,12.7,10.5,1015.2,1017.3,,,230.0,11.5
2016-03-31 05:00,,12.3,,1.7,250.0,90.0,12.9,10.7,1014.7,1016.8,,,260.0,11.6
2016-03-31 06:00,,11.7,,0.8,270.0,85.0,11.6,9.2,1014.9,1017.0,,,370.0,11.4
2016-03-31 07:00,,11.5,,0.5,340.0,86.0,11.6,9.2,1015.0,1017.1,0.0,,430.0,11.4
2016-03-31 08:00,,12.2,,1.0,340.0,84.0,11.9,9.5,1015.4,1017.5,0.0,,370.0,12.2
2016-03-31 09:00,,12.9,,0.7,320.0,86.0,12.8,10.6,1015.7,1017.8,0.0,,270.0,12.5
2016-03-31 10:00,,15.1,,1.2,140.0,86.0,14.7,12.7,1015.7,1017.8,0.0,,390.0,16.5
2016-03-31 11:00,,16.9,,1.5,140.0,73.0,14.0,12.0,1015.2,1017.3,0.2,,600.0,22.6
2016-03-31 12:00,,15.7,0.1,1.4,140.0,76.0,13.5,11.4,1014.6,1016.7,0.1,,1100.0,19.5
2016-03-31 13:00,,15.4,,1.1,70.0,73.0,12.7,10.5,1013.9,1016.0,0.0,,1000.0,18.8
2016-03-31 14:00,,15.1,,2.0,70.0,76.0,12.9,10.8,1013.4,1015.5,0.0,,1400.0,18.6
2016-03-31 15:00,,15.5,0.0,3.2,20.0,77.0,13.5,11.4,1013.0,1015.1,0.0,,490.0,18.5
2016-03-31 16:00,,14.6,,4.2,360.0,82.0,13.6,11.5,1012.6,1014.7,0.0,,500.0,16.3
2016-03-31 17:00,,14.4,,2.5,340.0,82.0,13.4,11.3,1012.3,1014.4,0.0,,700.0,15.6
2016-03-31 18:00,,13.9,0.1,3.5,360.0,84.0,13.3,11.2,1012.3,1014.4,0.0,,500.0,14.4
2016-03-31 19:00,,13.4,,2.9,340.0,88.0,13.5,11.4,1012.4,1014.5,0.0,,400.0,13.5
2016-03-31 20:00,,13.0,,2.4,20.0,89.0,13.3,11.2,1012.4,1014.5,,,390.0,13.0
2016-03-31 21:00,,12.7,,2.5,360.0,90.0,13.1,11.0,1012.6,1014.7,,,270.0,12.6
2016-03-31 22:00,,13.2,,1.9,320.0,87.0,13.1,11.0,1012.2,1014.3,,,380.0,12.6
2016-03-31 23:00,,13.5,,0.6,360.0,78.0,12.0,9.7,1012.3,1014.4,,,500.0,12.3
2016-04-01 00:00,,12.6,,1.2,340.0,86.0,12.5,10.3,1012.3,1014.4,,,310.0,11.9
2016-04-01 01:00,,12.1,,1.0,320.0,85.0,11.9,9.6,1011.7,1013.8,,,280.0,11.1
2016-04-01 02:00,,10.1,,1.1,20.0,93.0,11.5,9.0,1011.4,1013.6,,,150.0,9.8
2016-04-01 03:00,,11.5,,1.8,290.0,90.0,12.2,9.9,1011.1,1013.2,,,170.0,10.1
2016-04-01 04:00,,12.1,,3.2,290.0,80.0,11.2,8.7,1010.8,1012.9,,,350.0,10.0
2016-04-01 05:00,,12.5,,3.3,290.0,70.0,10.1,7.1,1010.9,1013.0,,,490.0,9.5
2016-04-01 06:00,,12.2,,3.3,290.0,71.0,10.0,7.0,1011.2,1013.3,,,500.0,9.2
2016-04-01 07:00,,13.3,,2.3,290.0,64.0,9.7,6.6,1011.8,1013.9,0.0,,900.0,9.4
2016-04-01 08:00,,15.4,,2.5,290.0,60.0,10.4,7.6,1011.9,1014.0,0.9,,1100.0,11.0
2016-04-01 09:00,,17.3,,3.5,290.0,49.0,9.6,6.4,1012.3,1014.4,1.0,,1400.0,12.4
2016-04-01 10:00,,19.1,,3.1,290.0,44.0,9.7,6.5,1013.1,1015.2,1.0,,1500.0,14.9
2016-04-01 11:00,,20.0,,3.7,290.0,36.0,8.4,4.4,1013.3,1015.4,1.0,,1800.0,24.2
2016-04-01 12:00,,21.1,,3.1,290.0,35.0,8.7,5.0,1012.7,1014.8,1.0,,1900.0,30.5
2016-04-01 13:00,,21.7,,2.7,320.0,29.0,7.5,2.8,1012.6,1014.7,1.0,,2000.0,35.3
2016-04-01 14:00,,22.4,,2.7,340.0,24.0,6.5,0.8,1012.4,1014.5,1.0,,2000.0,37.3
2016-04-01 15:00,,20.5,,1.8,140.0,46.0,11.0,8.4,1012.8,1014.9,1.0,,1500.0,38.3
2016-04-01 16:00,,21.1,,2.5,290.0,27.0,6.7,1.3,1012.5,1014.6,1.0,,2000.0,29.9
2016-04-01 17:00,,20.5,,2.4,290.0,32.0,7.7,3.2,1012.6,1014.7,1.0,,2000.0,24.9
2016-04-01 18:00,,19.4,,2.5,290.0,31.0,7.0,1.8,1013.0,1015.1,1.0,,2000.0,21.8
2016-04-01 19:00,,15.6,,0.4,0.0,47.0,8.3,4.3,1013.3,1015.4,0.4,,2000.0,17.2
2016-04-01 20:00,,13.0,,0.5,320.0,60.0,9.0,5.4,1014.1,1016.2,,,1600.0,14.5
2016-04-01 21:00,,12.5,,1.4,270.0,70.0,10.1,7.1,1015.4,1017.5,,,1000.0,13.1
2016-04-01 22:00,,12.6,,2.0,270.0,77.0,11.2,8.6,1015.6,1017.7,,,800.0,12.3
2016-04-01 23:00,,14.2,,2.8,250.0,72.0,11.6,9.2,1015.7,1017.8,,,800.0,12.4
2016-04-02 00:00,,12.6,,1.5,270.0,78.0,11.3,8.8,1016.0,1018.1,,,700.0,11.7
2016-04-02 01:00,,10.9,,0.7,320.0,77.0,10.0,7.0,1016.3,1018.5,,,800.0,11.0
2016-04-02 02:00,,8.9,,0.8,320.0,83.0,9.4,6.1,1016.1,1018.3,,,800.0,9.9
2016-04-02 03:00,,8.6,,1.0,320.0,81.0,9.0,5.5,1016.1,1018.3,,,800.0,9.3
2016-04-02 04:00,,9.8,,1.9,290.0,76.0,9.2,5.7,1015.8,1018.0,,,800.0,9.2
2016-04-02 05:00,,9.4,,1.7,290.0,85.0,9.9,6.9,1015.7,1017.9,,,500.0,9.0
2016-04-02 06:00,,10.0,,1.6,290.0,92.0,11.2,8.7,1016.1,1018.3,,,280.0,9.2
2016-04-02 07:00,,11.3,,1.9,290.0,92.0,12.3,10.0,1017.1,1019.3,0.0,,290.0,10.3
2016-04-02 08:00,,14.6,,0.3,0.0,84.0,13.9,11.9,1017.4,1019.5,0.5,,440.0,12.4
2016-04-02 09:00,,16.2,,1.9,90.0,81.0,14.9,12.9,1017.6,1019.7,1.0,,700.0,15.0
2016-04-02 10:00,,17.8,,2.6,140.0,74.0,15.0,13.0,1017.8,1019.9,1.0,,1100.0,19.2
2016-04-02 11:00,,18.2,,3.4,140.0,74.0,15.4,13.4,1017.6,1019.7,1.0,,1900.0,26.2
2016-04-02 12:00,,17.8,,3.3,140.0,75.0,15.3,13.3,1017.6,1019.7,0.5,,1700.0,24.6
2016-04-02 13:00,,18.7,,3.3,140.0,71.0,15.3,13.3,1016.7,1018.8,1.0,,2000.0,31.5
2016-04-02 14:00,,18.9,,3.1,140.0,68.0,14.8,12.8,1016.4,1018.5,1.0,,2000.0,35.3
2016-04-02 15:00,,18.4,,3.2,140.0,68.0,14.3,12.3,1015.7,1017.8,1.0,,2000.0,36.6
2016-04-02 16:00,,17.9,,2.8,160.0,71.0,14.5,12.5,1015.5,1017.6,1.0,,1900.0,29.9
2016-04-02 17:00,,16.8,,3.2,180.0,78.0,14.9,12.9,1015.4,1017.5,0.4,,2000.0,22.9
2016-04-02 18:00,,16.6,,2.5,180.0,80.0,15.1,13.1,1015.8,1017.9,0.0,,2000.0,20.0
2016-04-02 19:00,,16.2,,2.1,200.0,82.0,15.1,13.1,1016.3,1018.4,0.0,,1800.0,17.9
2016-04-02 20:00,,15.4,,0.9,250.0,85.0,14.8,12.8,1017.2,1019.3,,,1900.0,16.8
2016-04-02 21:00,,15.0,,0.0,0.0,87.0,14.8,12.8,1017.4,1019.5,,,1700.0,16.2
2016-04-02 22:00,,14.5,,0.1,0.0,89.0,14.7,12.7,1017.4,1019.5,,,1400.0,15.7
2016-04-02 23:00,,15.1,,0.2,0.0,88.0,15.1,13.1,1017.3,1019.4,,,1300.0,15.6
2016-04-03 00:00,,14.7,,0.9,340.0,90.0,15.0,13.0,1017.1,1019.2,,,1100.0,15.3
2016-04-03 01:00,,14.4,,0.6,340.0,91.0,14.9,12.9,1016.9,1019.0,,,1000.0,14.9
2016-04-03 02:00,,14.5,,0.6,250.0,93.0,15.3,13.3,1016.4,1018.5,,,900.0,15.0
2016-04-03 03:00,,15.6,,0.3,0.0,92.0,16.2,14.2,1016.0,1018.1,,,900.0,15.3
2016-04-03 04:00,,15.7,,0.1,0.0,94.0,16.7,14.7,1015.3,1017.4,,,600.0,15.5
2016-04-03 05:00,,16.2,,0.2,0.0,95.0,17.4,15.3,1015.2,1017.3,,,490.0,15.7
2016-04-03 06:00,,16.1,,0.7,50.0,96.0,17.5,15.4,1014.9,1017.0,,,430.0,15.7
2016-04-03 07:00,,16.2,,1.4,70.0,96.0,17.6,15.5,1014.5,1016.6,0.0,,410.0,15.8
2016-04-03 08:00,,16.7,,0.9,90.0,96.0,18.2,16.0,1014.7,1016.8,0.0,,800.0,16.8
2016-04-03 09:00,,17.3,,0.7,160.0,94.0,18.5,16.3,1014.8,1016.9,0.0,,1600.0,17.4
2016-04-03 10:00,,17.2,0.8,0.7,180.0,96.0,18.8,16.5,1014.3,1016.4,0.0,,600.0,17.2
2016-04-03 11:00,,17.3,1.3,2.5,180.0,97.0,19.1,16.8,1013.8,1015.9,0.0,,800.0,17.6
2016-04-03 12:00,,17.0,3.0,3.4,180.0,97.0,18.8,16.5,1013.2,1015.3,0.0,,800.0,17.8
2016-04-03 13:00,,16.2,4.1,3.2,200.0,93.0,17.0,15.0,1012.8,1014.9,0.0,,600.0,17.1
2016-04-03 14:00,,16.2,3.0,2.2,230.0,95.0,17.4,15.3,1012.0,1014.1,0.0,,700.0,17.0
2016-04-03 15:00,,16.1,2.1,3.9,200.0,95.0,17.3,15.2,1011.1,1013.2,0.0,,1200.0,16.9
2016-04-03 16:00,,16.2,1.0,1.6,250.0,94.0,17.3,15.2,1010.6,1012.7,0.0,,900.0,16.7
2016-04-03 17:00,,15.8,3.1,1.3,290.0,95.0,16.9,14.9,1010.1,1012.2,0.0,,600.0,16.4
2016-04-03 18:00,,15.8,3.2,0.8,320.0,96.0,17.2,15.1,1009.6,1011.7,0.0,,800.0,16.1
2016-04-03 19:00,,15.4,2.3,1.7,50.0,97.0,16.9,14.9,1009.8,1011.9,0.0,,440.0,15.8
2016-04-03 20:00,,15.3,3.5,2.0,20.0,97.0,16.8,14.8,1009.7,1011.8,,,700.0,15.6
2016-04-03 21:00,,15.3,2.2,3.1,20.0,98.0,16.9,14.9,1009.6,1011.7,,,1400.0,15.5
2016-04-03 22:00,,15.3,0.9,2.5,20.0,98.0,16.9,14.9,1009.0,1011.1,,,900.0,15.5
2016-04-03 23:00,,15.4,0.7,1.6,320.0,98.0,17.0,15.0,1008.3,1010.4,,,1200.0,15.5
2016-04-04 00:00,,15.8,1.7,2.6,20.0,98.0,17.5,15.4,1007.7,1009.8,,,240.0,15.5
2016-04-04 01:00,,15.8,0.9,3.2,20.0,98.0,17.5,15.4,1007.3,1009.4,,,310.0,15.6
2016-04-04 02:00,,14.8,0.4,5.2,20.0,98.0,16.4,14.4,1006.9,1009.0,,,290.0,15.4
2016-04-04 03:00,,14.5,0.2,3.9,20.0,97.0,16.0,14.0,1007.2,1009.3,,,1500.0,14.9
2016-04-04 04:00,,14.1,,4.8,20.0,96.0,15.4,13.4,1007.5,1009.6,,,600.0,14.5
2016-04-04 05:00,,13.5,0.2,4.3,360.0,95.0,14.7,12.7,1008.1,1010.2,,,350.0,14.1
2016-04-04 06:00,,13.0,0.7,4.7,360.0,96.0,14.3,12.3,1008.8,1010.9,,,400.0,13.7
2016-04-04 07:00,,12.4,0.2,3.6,360.0,96.0,13.7,11.7,1009.4,1011.5,0.0,,380.0,13.4
2016-04-04 08:00,,12.3,0.2,4.4,360.0,96.0,13.7,11.6,1010.2,1012.3,0.0,,360.0,13.7
2016-04-04 09:00,,12.8,0.1,3.6,360.0,96.0,14.1,12.1,1010.6,1012.7,0.0,,320.0,15.3
2016-04-04 10:00,,12.8,,3.1,20.0,96.0,14.1,12.1,1011.3,1013.4,0.0,,600.0,15.2
2016-04-04 11:00,,13.1,,2.2,20.0,96.0,14.4,12.4,1012.0,1014.1,0.0,,900.0,15.6
2016-04-04 12:00,,13.7,,2.7,20.0,95.0,14.9,12.9,1011.7,1013.8,0.0,,1600.0,16.8
2016-04-04 13:00,,13.7,,2.1,20.0,93.0,14.5,12.5,1011.6,1013.7,0.0,,2000.0,15.9
2016-04-04 14:00,,14.0,,2.0,50.0,91.0,14.5,12.5,1010.8,1012.9,0.0,,2000.0,16.3
2016-04-04 15:00,,13.7,,1.9,50.0,92.0,14.4,12.4,1010.7,1012.8,0.0,,900.0,15.5
2016-04-04 16:00,,13.6,0.1,2.1,20.0,92.0,14.3,12.3,1010.8,1012.9,0.0,,800.0,15.0
2016-04-04 17:00,,13.5,,2.6,50.0,92.0,14.2,12.2,1010.9,1013.0,0.0,,1200.0,14.5
2016-04-04 18:00,,13.1,0.2,1.6,340.0,93.0,13.9,11.9,1011.8,1013.9,0.0,,800.0,14.1
2016-04-04 19:00,,12.9,0.8,1.0,360.0,92.0,13.7,11.6,1011.7,1013.8,0.0,,1900.0,13.7
2016-04-04 20:00,,13.4,,2.2,360.0,89.0,13.7,11.6,1012.3,1014.4,,,2000.0,13.4
2016-04-04 21:00,,13.5,0.1,1.6,340.0,88.0,13.6,11.5,1013.2,1015.3,,,2000.0,13.4
2016-04-04 22:00,,13.6,,1.6,360.0,86.0,13.3,11.2,1013.6,1015.7,,,2000.0,13.3
2016-04-04 23:00,,13.7,,1.1,20.0,86.0,13.4,11.3,1013.6,1015.7,,,2000.0,13.2
2016-04-05 00:00,,12.9,,0.7,290.0,93.0,13.7,11.7,1013.6,1015.7,,,2000.0,13.2
2016-04-05 01:00,,12.5,,1.5,290.0,92.0,13.3,11.2,1013.4,1015.5,,,2000.0,12.6
2016-04-05 02:00,,12.0,,1.0,290.0,93.0,12.9,10.8,1013.1,1015.2,,,2000.0,12.0
2016-04-05 03:00,,12.1,,1.4,290.0,93.0,13.0,10.9,1013.0,1015.1,,,2000.0,12.0
2016-04-05 04:00,,11.4,,1.9,290.0,93.0,12.5,10.3,1013.0,1015.1,,,2000.0,11.2
2016-04-05 05:00,,11.0,,2.0,290.0,93.0,12.2,9.9,1013.1,1015.3,,,2000.0,10.7
2016-04-05 06:00,,10.3,,1.7,290.0,93.0,11.6,9.2,1013.6,1015.8,,,1100.0,10.4
2016-04-05 07:00,,11.5,,2.5,290.0,93.0,12.6,10.4,1014.3,1016.4,0.0,,800.0,11.2
2016-04-05 08:00,,13.0,,0.9,250.0,92.0,13.7,11.7,1014.8,1016.9,0.0,,1000.0,13.1
2016-04-05 09:00,,14.2,,2.4,360.0,86.0,13.8,11.8,1015.4,1017.5,0.1,,1700.0,15.0
2016-04-05 10:00,,16.1,,2.4,90.0,79.0,14.4,12.4,1015.6,1017.7,0.5,,2000.0,17.5
2016-04-05 11:00,,16.4,,2.9,20.0,78.0,14.5,12.5,1015.6,1017.7,0.9,,2000.0,21.4
2016-04-05 12:00,,16.2,,4.1,20.0,78.0,14.3,12.3,1015.1,1017.2,0.8,,2000.0,23.6
2016-04-05 13:00,,15.6,,3.0,50.0,80.0,14.1,12.1,1014.6,1016.7,0.4,,2000.0,19.5
2016-04-05 14:00,,14.5,,1.9,360.0,81.0,13.3,11.2,1014.3,1016.4,0.0,,1800.0,16.6
2016-04-05 15:00,,15.2,,1.9,360.0,78.0,13.4,11.3,1013.9,1016.0,0.0,,1400.0,18.1
2016-04-05 16:00,,16.0,,0.7,360.0,73.0,13.2,11.1,1013.7,1015.8,0.0,,2000.0,18.4
2016-04-05 17:00,,15.1,,1.5,290.0,74.0,12.6,10.4,1013.5,1015.6,0.0,,2000.0,16.8
2016-04-05 18:00,,14.2,,1.1,290.0,73.0,11.8,9.4,1014.1,1016.2,0.0,,2000.0,14.8
2016-04-05 19:00,,13.1,,0.8,270.0,73.0,10.9,8.3,1014.5,1016.6,0.0,,2000.0,13.4
2016-04-05 20:00,,12.1,,2.0,290.0,74.0,10.4,7.5,1014.8,1016.9,,,2000.0,12.0
2016-04-05 21:00,,11.3,,1.7,290.0,78.0,10.4,7.5,1015.4,1017.6,,,2000.0,11.4
2016-04-05 22:00,,11.2,,1.7,290.0,76.0,10.1,7.1,1015.3,1017.5,,,2000.0,11.0
2016-04-05 23:00,,11.5,,1.8,320.0,76.0,10.3,7.4,1015.4,1017.6,,,2000.0,10.9
2016-04-06 00:00,,12.1,,1.4,290.0,87.0,12.2,9.9,1015.6,1017.7,,,1100.0,11.2
2016-04-06 01:00,,10.9,,2.4,290.0,89.0,11.6,9.1,1014.8,1017.0,,,1100.0,10.8
2016-04-06 02:00,,10.7,,1.3,290.0,87.0,11.2,8.6,1015.1,1017.3,,,1400.0,10.5
2016-04-06 03:00,,10.1,,0.6,290.0,89.0,10.9,8.3,1014.4,1016.6,,,1800.0,10.4
2016-04-06 04:00,,10.5,,1.0,290.0,89.0,11.2,8.7,1014.7,1016.9,,,1600.0,10.7
2016-04-06 05:00,,9.7,,0.4,0.0,94.0,11.2,8.7,1015.1,1017.3,,,600.0,10.1
2016-04-06 06:00,,9.6,,1.0,290.0,96.0,11.4,8.9,1015.4,1017.6,,,440.0,9.9
2016-04-06 07:00,,10.5,,1.3,340.0,96.0,12.1,9.8,1016.0,1018.2,0.0,,600.0,10.4
2016-04-06 08:00,,13.3,,0.4,0.0,80.0,12.2,9.9,1016.4,1018.5,0.0,,1800.0,12.7
2016-04-06 09:00,,15.0,,1.3,360.0,73.0,12.4,10.1,1016.0,1018.1,0.1,,2000.0,14.7
2016-04-06 10:00,,16.1,,3.0,90.0,73.0,13.3,11.2,1015.8,1017.9,0.1,,2000.0,16.5
2016-04-06 11:00,,17.3,,4.0,90.0,75.0,14.8,12.8,1015.5,1017.6,0.0,,2000.0,19.4
2016-04-06 12:00,,16.6,,3.8,110.0,87.0,16.4,14.4,1015.5,1017.6,0.0,,2000.0,18.1
2016-04-06 13:00,,16.7,,3.8,110.0,88.0,16.6,14.6,1014.9,1017.0,0.0,,2000.0,17.8
2016-04-06 14:00,,16.3,,4.0,110.0,90.0,16.6,14.6,1013.3,1015.4,0.0,,2000.0,17.2
2016-04-06 15:00,,15.7,0.4,4.9,110.0,90.0,16.0,14.0,1012.0,1014.1,0.0,,1200.0,16.1
2016-04-06 16:00,,15.4,2.8,4.6,110.0,94.0,16.4,14.4,1011.2,1013.3,0.0,,170.0,15.9
2016-04-06 17:00,,15.1,5.7,5.6,90.0,95.0,16.2,14.2,1010.1,1012.2,0.0,,600.0,15.4
2016-04-06 18:00,,14.4,7.3,4.3,110.0,95.0,15.6,13.6,1009.9,1012.0,0.0,,600.0,14.6
2016-04-06 19:00,,14.2,12.0,5.1,90.0,97.0,15.7,13.7,1008.8,1010.9,0.0,,220.0,14.4
2016-04-06 20:00,,13.3,10.1,5.2,90.0,97.0,14.8,12.8,1008.3,1010.4,,,600.0,13.9
2016-04-06 21:00,,14.0,10.5,2.4,50.0,97.0,15.5,13.5,1006.7,1008.8,,,400.0,13.9
2016-04-06 22:00,,14.6,5.9,1.8,320.0,97.0,16.1,14.1,1005.3,1007.4,,,1300.0,14.3
2016-04-06 23:00,,16.6,5.8,3.7,200.0,97.0,18.3,16.1,1004.1,1006.2,,,1200.0,15.2
2016-04-07 00:00,,18.1,5.4,5.3,200.0,97.0,20.1,17.6,1003.0,1005.1,,,900.0,16.9
2016-04-07 01:00,,18.8,5.9,8.7,200.0,97.0,21.0,18.3,1001.9,1004.0,,,600.0,17.6
2016-04-07 02:00,,19.0,6.6,9.6,200.0,97.0,21.3,18.5,1002.1,1004.1,,,600.0,17.9
2016-04-07 03:00,,18.3,9.4,7.5,200.0,96.0,20.1,17.6,1001.2,1003.3,,,410.0,17.6
2016-04-07 04:00,,17.7,2.7,7.5,200.0,95.0,19.1,16.8,1000.6,1002.7,,,800.0,17.1
2016-04-07 05:00,,17.0,0.5,7.8,230.0,95.0,18.3,16.1,1000.8,1002.9,,,1800.0,16.7
2016-04-07 06:00,,16.3,0.1,7.6,200.0,94.0,17.4,15.3,1001.1,1003.2,,,1000.0,16.1
2016-04-07 07:00,,15.6,,5.6,200.0,95.0,16.7,14.7,1001.6,1003.7,0.0,,1700.0,15.7
2016-04-07 08:00,,15.4,0.9,2.0,250.0,95.0,16.5,14.5,1002.8,1004.9,0.0,,1200.0,15.6
2016-04-07 09:00,,15.4,0.5,2.5,180.0,96.0,16.7,14.7,1002.9,1005.0,0.0,,1300.0,15.9
2016-04-07 10:00,,14.9,1.4,5.2,200.0,96.0,16.2,14.2,1003.9,1006.0,0.0,,1700.0,15.5
2016-04-07 11:00,,14.8,,4.9,200.0,94.0,15.8,13.8,1004.6,1006.7,0.0,,2000.0,15.7
2016-04-07 12:00,,15.4,,1.7,250.0,93.0,16.2,14.2,1006.4,1008.5,0.0,,2000.0,16.2
2016-04-07 13:00,,15.0,,2.2,250.0,84.0,14.3,12.3,1006.0,1008.1,0.0,,2000.0,15.6
2016-04-07 14:00,,18.8,,3.4,290.0,71.0,15.4,13.4,1006.0,1008.1,0.2,,2000.0,24.9
2016-04-07 15:00,,18.0,,4.4,290.0,71.0,14.6,12.6,1006.7,1008.8,1.0,,2000.0,25.0
2016-04-07 16:00,,17.5,,5.2,290.0,71.0,14.1,12.1,1006.8,1008.9,1.0,,2000.0,21.4
2016-04-07 17:00,,17.6,,3.0,290.0,65.0,13.0,10.9,1007.5,1009.6,1.0,,2000.0,20.8
